doc_id,film,text,response_llama3.1
1111,Don't Look Up,Such a good movie def up there very depressing but good if u wanna cry,"{
  ""categories"": [""dominant-hegemonic""]
}"
1112,Don't Look Up,This watch I realized even more how ridiculous all this is and yet I think this is pretty much what would happen…,"{
  ""categories"": [""oppositional""]
}"
1113,Don't Look Up,the line between satire and reality becomes more and more blurred every day,"{
  ""categories"": [""oppositional""]
}"
1114,Don't Look Up,"this is what happen in real life. some people just comment unnecessary things, despite them being indifferent about the main topic. like how the film shows that society cares about singers breakup than expected apocalypse.","{
  ""categories"": [""dominant-hegemonic""]
}"
1115,Don't Look Up,"“ We really did have everything, didn’t we ? “","{
  ""categories"": [""unclear/irrelevant""]
}"
1116,Don't Look Up,"the fascists would never go against their leaders even if a meteorite hit them, very inaccurate…","{
  ""categories"": [""oppositional""]
}"
1117,Don't Look Up,The real doomsday,"{
  ""categories"": [""oppositional""]
}"
1118,Don't Look Up,Upon rewatch realised it’s a scarily accurate mirror of what is going on in the world rn,"{
  ""categories"": [""dominant-hegemonic""]
}"
1119,Don't Look Up,we laugh but this is exactly how this situation would play out if this happened irl,"{
  ""categories"": [""dominant-hegemonic""]
}"
1120,Don't Look Up,this could have been the oscar winning movie it was desperately trying to be if it was just 30 minutes shorter,"{
  ""categories"": [""oppositional""]
}"
1121,Don't Look Up,watched for ari tbh,"{
  ""categories"": [""unclear/irrelevant""]
}"
1122,Don't Look Up,how it would actually probably go if this were to happen,"{
  ""categories"": [""oppositional""]
}"
1123,Don't Look Up,"No idea how they got so many huge names in this film, the budget must’ve been astronomical. It’s a shame though because the execution doesn’t really land.","{
  ""categories"": [""unclear/irrelevant""]
}"
1124,Don't Look Up,I learned: 1. Jonah Hill is really fucking funny 2. incompetence will kill us and we all know it’s inevitable.,"{
  ""categories"": [""oppositional""]
}"
1125,Don't Look Up,thought this so stupid and awful the first time i saw it but on rewatch it’s just like yeah that is exactly what would happen,"{
  ""categories"": [""oppositional""]
}"
1126,Don't Look Up,"An EGOT for Timmy, an EGOT for Jennifer, a Razzie for Leo This movie balances the humor and despair and sincerity required for a solid apocalyptic film well, tasteful inclusion of religion near the end, Meryl Streep and Ariana Grande were wonderful, many of the movie's themes felt very heavy-handed and on the nose, especially Leo's award-bait monologues, which felt like he intended it for one of those Youtube ""Best Acting Compilation #42"" videos. Space CGI will always make me cry, all in all v fun watch, like Project Hail Mary but good which is admittedly not a high bar to cross.","{
  ""categories"": [""negotiated""]
}"
1127,Don't Look Up,in an ideal world meryl streep will be the president of the united states of america.,"{
  ""categories"": [""unclear/irrelevant""]
}"
1128,Don't Look Up,"accurate to today’s world tbh, last scene freaked out ong","{
  ""categories"": [""oppositional""]
}"
1129,Don't Look Up,A satirical sci fi comedy acting as a direct analogy for climate change governmental apathy and media distraction.,"{
  ""categories"": [""dominant-hegemonic""]
}"
1130,Don't Look Up,watch it because i addicted to natural disaster movies,"{
  ""categories"": [""unclear/irrelevant""]
}"
1131,Don't Look Up,Accurate depiction of today’s saturation of content desensitization of the population to the point that if the world was ending maybe maybeee 1/4 of us would actually believe it fully few stars bc it pisses me off watching it,"{
  ""categories"": [""oppositional""]
}"
1132,Don't Look Up,"They’re saying this movie was pretentious, but what I genuinely liked about it is that it actually captures how people would react if the world were ending. No one suddenly becomes poetic or heroic, people would just be confused, distracted, unserious, and honestly kind of ridiculous, and that’s exactly what this movie demonstrated. It didn't romanticize anything, but just reflected how people actually are, which is what makes it feel so real to me. I love this film","{
  ""categories"": [""dominant-hegemonic""]
}"
1133,Don't Look Up,The moment Leonardo DiCaprio started crashing out I knew this was a five star film “OH I FUCKING LOVE FINGERLING POTATOS”,"{
  ""categories"": [""unclear/irrelevant""]
}"
1134,Don't Look Up,"Doctor Mindy can I be vulnerable in your car? once again left with a pit in my stomach because that was not a comedy that was a documentary (also, why is everyone hating it was good?)","{
  ""categories"": [""dominant-hegemonic""]
}"
1135,Don't Look Up,"this is not a movie, this is leo being the progressive man he is","{
  ""categories"": [""oppositionnal""]
}"
1136,Don't Look Up,Great actors but so stupid and this movie is such a joke. I could barely get through it,"{
  ""categories"": [""oppositional""]
}"
1137,Don't Look Up,"the ending is by far the worst part of this movie, but otherwise i kinda enjoyed it","{
  ""categories"": [""dominant-hegemonic""]
}"
1138,Don't Look Up,Second time around after watching it with an old girlfriend and I thought I’d give it another chance but damn it’s just as disappointing as it was the first time. I do hope we get another movie with DiCaprio and Chalemet though honestly,"{
  ""categories"": [""unclear/irrelevant""]
}"
1139,Don't Look Up,Not Leonardo DiCaprio’s best work. Hated him first hour. Got better near the end. Why they have everyone in this movie. Wish they did more with the ending.,"{
  ""categories"": [""unclear/irrelevant""]
}"
1140,Don't Look Up,"This was a good film. The theme of the movie was very clear, and very possible. It shows the nature of human ignorance towards our planet. This goes parallel with real life events, such as environmental pollution, and crimes. We humans ignore these events, as the earth is getting slowly destroyed, not by a huge comet, but by us. A comedic factor was also present, however in some occasions it wasn't executed properly. One of Leonardo DiCaprio's more forgettable roles,…","{
  ""categories"": [""dominant-hegemonic""]
}"
1141,Don't Look Up,Very campy but realistic,"{
  ""categories"": [""dominant-hegemonic""]
}"
1142,Don't Look Up,Good but got too political. Complete division and societal breakdown might be realistic if the world was going to end. I’d like to believe people wouldn’t be brainwashed enough to “not look up” while a planet killing comet hurls toward earth. Not really rocking with some of the main characters. Leo’s dope as usual. 59/100,"{
  ""categories"": [""dominant-hegemonic""]
}"
1143,Don't Look Up,"this film was pretty enjoyable and very relevant in today's society. the most glimmerish part of it was unarguably its cast. i mean you can't have jennifer lawrence, leo, and meryl streep in a single frame without it being an absolute treat to your eyes. that being said, the cast was hella underutilized too. but there were certain really unforgettable scenes too. Meryl Streep was super amazing in her role, even started to dislike her slightly. Ending was a bit…","{
  ""categories"": [""negotiated""]
}"
1144,Don't Look Up,it wasn’t THAT bad. it was silly and i enjoyed,"{
  ""categories"": [""unclear/irrelevant""]
}"
1145,Don't Look Up,Yall I just liked it im sorry,"{
  ""categories"": [""unclear/irrelevant""]
}"
1146,Don't Look Up,"It's very real. As in, this is what would realistically happen if the world evr came down to this. So points for that. Movie itself is, uhm, if I remeber correctly good but didn't blow me off or anything. Whether it's oscar worthy or not is a very subjective matter. Comedy sci-fi with a little blow at the current global system and order of things. Overall, do give it a watch. Most will like it.","{
  ""categories"": [""dominant-hegemonic""]
}"
1147,Don't Look Up,Let's leave the denialism to Trump.,"{
  ""categories"": [""dominant-hegemonic""]
}"
1148,Don't Look Up,"A well-made film that I can’t fully decide how to feel about. On a craft level, it works. The performances are strong, the pacing holds, and the ending is genuinely effective in a way that cuts through all the noise and lands on something quietly devastating. Where the film loses me is in its satire. It’s clearly aiming to critique denial, media culture, and institutional failure, but it often pushes past recognizable human behavior into caricature. I found myself wanting…","{
  ""categories"": [""negotiated""]
}"
1149,Don't Look Up,Ban Adam McKay from making movies.,"{
  ""categories"": [""oppositional""]
}"
1150,Don't Look Up,it’s funny and it’s got ariana grande.,"{
  ""categories"": [""unclear/irrelevant""]
}"
1151,Don't Look Up,yeah I'd be more surprised if ts didn't happen in the near future tbh,"{
  ""categories"": [""oppositional""]
}"
1152,Don't Look Up,"Great message, upsetting, kinda funny, and a stacked cast of course.","{
  ""categories"": [""dominant-hegemonic""]
}"
1153,Don't Look Up,Opera and balet hater certified,"{
  ""categories"": [""oppositional""]
}"
1154,Don't Look Up,"Less like what I would expect from Adam McKay and more what I would expect from an HBO original film during the era of movies like Game Change. The writing is transparent, cheap, and even great performances from folks like Jonah Hill can’t save this one from feeling just plain mediocre.","{
  ""categories"": [""dominant-hegemonic""]
}"
1155,Don't Look Up,This was boring but realistic,"{
  ""categories"": [""dominant-hegemonic""]
}"
1156,Don't Look Up,"i felt to rage baited watching this movie in like a good way? the realest thing abt this was j law bringing up the general charging her for the snacks months later lol. also, ariana grande’s whole character got me tickled pink.","{
  ""categories"": [""unclear/irrelevant""]
}"
